Editorial;Genero;Plataforma;Nombre;Plataforma;Region;Ano;Venta Millones
Nippon Ichi Software;Adventure;PSV;Yomawari;PSV;Otros;2015;0
Nitroplus;Adventure;PSV;Dramatical Murder Re:code;PSV;Europa;2014;0
Nitroplus;Adventure;PSV;Dramatical Murder Re:code;PSV;Japon;2014;0.01
Nitroplus;Adventure;PSV;Dramatical Murder Re:code;PSV;Norte America;2014;0
Nitroplus;Adventure;PSV;Dramatical Murder Re:code;PSV;Otros;2014;0
Nobilis;Adventure;Wii;Case Closed: One Truth Prevails;Wii;Europa;2007;0
Nobilis;Adventure;Wii;Case Closed: One Truth Prevails;Wii;Japon;2007;0.01
Nobilis;Adventure;Wii;Case Closed: One Truth Prevails;Wii;Norte America;2007;0
Nobilis;Adventure;Wii;Case Closed: One Truth Prevails;Wii;Otros;2007;0
Nobilis;Adventure;DS;Crime Scene;DS;Europa;2009;0.02
Nobilis;Adventure;DS;Crime Scene;DS;Japon;2009;0
Nobilis;Adventure;DS;Crime Scene;DS;Norte America;2009;0
Nobilis;Adventure;DS;Crime Scene;DS;Otros;2009;0
Nordic Games;Adventure;PS4;The Book of Unwritten Tales 2;PS4;Europa;2015;0.06
Nordic Games;Adventure;PS4;The Book of Unwritten Tales 2;PS4;Japon;2015;0
Nordic Games;Adventure;PS4;The Book of Unwritten Tales 2;PS4;Norte America;2015;0
Nordic Games;Adventure;PS4;The Book of Unwritten Tales 2;PS4;Otros;2015;0.01
Nordic Games;Adventure;WiiU;The Book of Unwritten Tales 2;WiiU;Europa;2016;0.01
Nordic Games;Adventure;WiiU;The Book of Unwritten Tales 2;WiiU;Japon;2016;0
Nordic Games;Adventure;WiiU;The Book of Unwritten Tales 2;WiiU;Norte America;2016;0
Nordic Games;Adventure;WiiU;The Book of Unwritten Tales 2;WiiU;Otros;2016;0
O-Games;Adventure;DS;The Mysterious Case of Dr. Jekyll and Mr. Hyde;DS;Europa;2010;0.03
O-Games;Adventure;DS;The Mysterious Case of Dr. Jekyll and Mr. Hyde;DS;Japon;2010;0
O-Games;Adventure;DS;The Mysterious Case of Dr. Jekyll and Mr. Hyde;DS;Norte America;2010;0.02
O-Games;Adventure;DS;The Mysterious Case of Dr. Jekyll and Mr. Hyde;DS;Otros;2010;0.01
Otomate;Adventure;PSP;Natsuzora no Monologue;PSP;Europa;2013;0
Otomate;Adventure;PSP;Natsuzora no Monologue;PSP;Japon;2013;0.01
Otomate;Adventure;PSP;Natsuzora no Monologue;PSP;Norte America;2013;0
Otomate;Adventure;PSP;Natsuzora no Monologue;PSP;Otros;2013;0
Oxygen Interactive;Adventure;DS;Cate West: The Vanishing Files;DS;Europa;2008;0.01
Oxygen Interactive;Adventure;DS;Cate West: The Vanishing Files;DS;Japon;2008;0
Oxygen Interactive;Adventure;DS;Cate West: The Vanishing Files;DS;Norte America;2008;0.08
Oxygen Interactive;Adventure;DS;Cate West: The Vanishing Files;DS;Otros;2008;0.01
Oxygen Interactive;Adventure;Wii;Cate West: The Vanishing Files;Wii;Europa;2009;0
Oxygen Interactive;Adventure;Wii;Cate West: The Vanishing Files;Wii;Japon;2009;0
Oxygen Interactive;Adventure;Wii;Cate West: The Vanishing Files;Wii;Norte America;2009;0.07
Oxygen Interactive;Adventure;Wii;Cate West: The Vanishing Files;Wii;Otros;2009;0.01
Pack-In-Video;Adventure;SNES;Jirou Akagawa: Majotachi no Nemuri;SNES;Europa;1995;0
Pack-In-Video;Adventure;SNES;Jirou Akagawa: Majotachi no Nemuri;SNES;Japon;1995;0.05
Pack-In-Video;Adventure;SNES;Jirou Akagawa: Majotachi no Nemuri;SNES;Norte America;1995;0
Pack-In-Video;Adventure;SNES;Jirou Akagawa: Majotachi no Nemuri;SNES;Otros;1995;0
Piacci;Adventure;PSP;FairlyLife: MiracleDays;PSP;Europa;2010;0
Piacci;Adventure;PSP;FairlyLife: MiracleDays;PSP;Japon;2010;0.01
Piacci;Adventure;PSP;FairlyLife: MiracleDays;PSP;Norte America;2010;0
Piacci;Adventure;PSP;FairlyLife: MiracleDays;PSP;Otros;2010;0
Pioneer LDC;Adventure;PS;NOëL: La Neige;PS;Europa;1998;0
Pioneer LDC;Adventure;PS;NOëL: La Neige;PS;Japon;1998;0.07
Pioneer LDC;Adventure;PS;NOëL: La Neige;PS;Norte America;1998;0
Pioneer LDC;Adventure;PS;NOëL: La Neige;PS;Otros;1998;0
Pioneer LDC;Adventure;PS;NOëL: NOT DiGITAL;PS;Europa;1996;0
Pioneer LDC;Adventure;PS;NOëL: NOT DiGITAL;PS;Japon;1996;0.2
Pioneer LDC;Adventure;PS;NOëL: NOT DiGITAL;PS;Norte America;1996;0
Pioneer LDC;Adventure;PS;NOëL: NOT DiGITAL;PS;Otros;1996;0.01
Pioneer LDC;Adventure;PS;Taiho Shichauzo!;PS;Europa;2001;0
Pioneer LDC;Adventure;PS;Taiho Shichauzo!;PS;Japon;2001;0.05
Pioneer LDC;Adventure;PS;Taiho Shichauzo!;PS;Norte America;2001;0
Pioneer LDC;Adventure;PS;Taiho Shichauzo!;PS;Otros;2001;0
PopCap Games;Adventure;DS;Amazing Adventures: The Forgotten Ruins;DS;Europa;2008;0.08
PopCap Games;Adventure;DS;Amazing Adventures: The Forgotten Ruins;DS;Japon;2008;0
PopCap Games;Adventure;DS;Amazing Adventures: The Forgotten Ruins;DS;Norte America;2008;0.13
PopCap Games;Adventure;DS;Amazing Adventures: The Forgotten Ruins;DS;Otros;2008;0.02
PQube;Adventure;DS;Jake Hunter Detective Story: Memories of the Past;DS;Europa;2007;0
PQube;Adventure;DS;Jake Hunter Detective Story: Memories of the Past;DS;Japon;2007;0.05
PQube;Adventure;DS;Jake Hunter Detective Story: Memories of the Past;DS;Norte America;2007;0.06
PQube;Adventure;DS;Jake Hunter Detective Story: Memories of the Past;DS;Otros;2007;0
PQube;Adventure;PS3;"Steins;Gate";PS3;Europa;2012;0.04
PQube;Adventure;PS3;"Steins;Gate";PS3;Japon;2012;0.02
PQube;Adventure;PS3;"Steins;Gate";PS3;Norte America;2012;0.01
PQube;Adventure;PS3;"Steins;Gate";PS3;Otros;2012;0.01
PQube;Adventure;PSV;"Steins;Gate";PSV;Europa;2013;0.09
PQube;Adventure;PSV;"Steins;Gate";PSV;Japon;2013;0
PQube;Adventure;PSV;"Steins;Gate";PSV;Norte America;2013;0.07
PQube;Adventure;PSV;"Steins;Gate";PSV;Otros;2013;0.05
PQube;Adventure;PS4;"Steins;Gate 0";PS4;Europa;2015;0
PQube;Adventure;PS4;"Steins;Gate 0";PS4;Japon;2015;0.05
PQube;Adventure;PS4;"Steins;Gate 0";PS4;Norte America;2015;0
PQube;Adventure;PS4;"Steins;Gate 0";PS4;Otros;2015;0
PQube;Adventure;PSV;"Steins;Gate 0";PSV;Europa;2015;0
PQube;Adventure;PSV;"Steins;Gate 0";PSV;Japon;2015;0.05
PQube;Adventure;PSV;"Steins;Gate 0";PSV;Norte America;2015;0
PQube;Adventure;PSV;"Steins;Gate 0";PSV;Otros;2015;0
Princess Soft;Adventure;PS2;Final Approach 2: 1st Priority;PS2;Europa;2008;0
Princess Soft;Adventure;PS2;Final Approach 2: 1st Priority;PS2;Japon;2008;0.02
Princess Soft;Adventure;PS2;Final Approach 2: 1st Priority;PS2;Norte America;2008;0
Princess Soft;Adventure;PS2;Final Approach 2: 1st Priority;PS2;Otros;2008;0
Princess Soft;Adventure;PS2;Natsuiro no Sunadokei;PS2;Europa;2002;0
Princess Soft;Adventure;PS2;Natsuiro no Sunadokei;PS2;Japon;2002;0.02
Princess Soft;Adventure;PS2;Natsuiro no Sunadokei;PS2;Norte America;2002;0
Princess Soft;Adventure;PS2;Natsuiro no Sunadokei;PS2;Otros;2002;0
Princess Soft;Adventure;PS2;Tsuyo Kiss: Mighty Heart;PS2;Europa;2006;0
Princess Soft;Adventure;PS2;Tsuyo Kiss: Mighty Heart;PS2;Japon;2006;0.03
Princess Soft;Adventure;PS2;Tsuyo Kiss: Mighty Heart;PS2;Norte America;2006;0
Princess Soft;Adventure;PS2;Tsuyo Kiss: Mighty Heart;PS2;Otros;2006;0
Prototype;Adventure;PSP;AIR;PSP;Europa;2007;0
Prototype;Adventure;PSP;AIR;PSP;Japon;2007;0.02
Prototype;Adventure;PSP;AIR;PSP;Norte America;2007;0
Prototype;Adventure;PSP;AIR;PSP;Otros;2007;0
Prototype;Adventure;PSV;Amatsumi Sora ni! Kumo no Hatate ni;PSV;Europa;2015;0
Prototype;Adventure;PSV;Amatsumi Sora ni! Kumo no Hatate ni;PSV;Japon;2015;0.02
Prototype;Adventure;PSV;Amatsumi Sora ni! Kumo no Hatate ni;PSV;Norte America;2015;0
Prototype;Adventure;PSV;Amatsumi Sora ni! Kumo no Hatate ni;PSV;Otros;2015;0
Prototype;Adventure;PS2;Arabians Lost: The Engagement on Desert;PS2;Europa;2007;0
Prototype;Adventure;PS2;Arabians Lost: The Engagement on Desert;PS2;Japon;2007;0.02
Prototype;Adventure;PS2;Arabians Lost: The Engagement on Desert;PS2;Norte America;2007;0
Prototype;Adventure;PS2;Arabians Lost: The Engagement on Desert;PS2;Otros;2007;0
Prototype;Adventure;PS3;Clannad;PS3;Europa;2011;0
Prototype;Adventure;PS3;Clannad;PS3;Japon;2011;0.03
Prototype;Adventure;PS3;Clannad;PS3;Norte America;2011;0
Prototype;Adventure;PS3;Clannad;PS3;Otros;2011;0
Prototype;Adventure;PSP;Clannad;PSP;Europa;2008;0
Prototype;Adventure;PSP;Clannad;PSP;Japon;2008;0.04
Prototype;Adventure;PSP;Clannad;PSP;Norte America;2008;0
Prototype;Adventure;PSP;Clannad;PSP;Otros;2008;0
Prototype;Adventure;X360;Clannad;X360;Europa;2008;0
Prototype;Adventure;X360;Clannad;X360;Japon;2008;0.03
Prototype;Adventure;X360;Clannad;X360;Norte America;2008;0
Prototype;Adventure;X360;Clannad;X360;Otros;2008;0
Prototype;Adventure;PSP;Clannad: Mitsumi Mamoru Sakamichi de - Gekan;PSP;Europa;2010;0
Prototype;Adventure;PSP;Clannad: Mitsumi Mamoru Sakamichi de - Gekan;PSP;Japon;2010;0.03
Prototype;Adventure;PSP;Clannad: Mitsumi Mamoru Sakamichi de - Gekan;PSP;Norte America;2010;0
Prototype;Adventure;PSP;Clannad: Mitsumi Mamoru Sakamichi de - Gekan;PSP;Otros;2010;0
Prototype;Adventure;PSP;Clannad: Mitsumi Mamoru Sakamichi de - Joukan;PSP;Europa;2010;0
Prototype;Adventure;PSP;Clannad: Mitsumi Mamoru Sakamichi de - Joukan;PSP;Japon;2010;0.02
Prototype;Adventure;PSP;Clannad: Mitsumi Mamoru Sakamichi de - Joukan;PSP;Norte America;2010;0
Prototype;Adventure;PSP;Clannad: Mitsumi Mamoru Sakamichi de - Joukan;PSP;Otros;2010;0
Prototype;Adventure;PS2;Clover no Kuni no Alice: Wonderful Wonder World;PS2;Europa;2010;0
Prototype;Adventure;PS2;Clover no Kuni no Alice: Wonderful Wonder World;PS2;Japon;2010;0.02
Prototype;Adventure;PS2;Clover no Kuni no Alice: Wonderful Wonder World;PS2;Norte America;2010;0
Prototype;Adventure;PS2;Clover no Kuni no Alice: Wonderful Wonder World;PS2;Otros;2010;0
Prototype;Adventure;PSP;Grisaia no Kajitsu: La Fruit de la Grisaia;PSP;Europa;2013;0
Prototype;Adventure;PSP;Grisaia no Kajitsu: La Fruit de la Grisaia;PSP;Japon;2013;0.01
Prototype;Adventure;PSP;Grisaia no Kajitsu: La Fruit de la Grisaia;PSP;Norte America;2013;0
Prototype;Adventure;PSP;Grisaia no Kajitsu: La Fruit de la Grisaia;PSP;Otros;2013;0
Prototype;Adventure;PSV;Grisaia no Meikyuu: Le Labyrinthe de la Grisaia;PSV;Europa;2014;0
Prototype;Adventure;PSV;Grisaia no Meikyuu: Le Labyrinthe de la Grisaia;PSV;Japon;2014;0.02
Prototype;Adventure;PSV;Grisaia no Meikyuu: Le Labyrinthe de la Grisaia;PSV;Norte America;2014;0
Prototype;Adventure;PSV;Grisaia no Meikyuu: Le Labyrinthe de la Grisaia;PSV;Otros;2014;0
Prototype;Adventure;PSV;Grisaia no Rakuen: Le Eden de la Grisaia;PSV;Europa;2014;0
Prototype;Adventure;PSV;Grisaia no Rakuen: Le Eden de la Grisaia;PSV;Japon;2014;0.02
Prototype;Adventure;PSV;Grisaia no Rakuen: Le Eden de la Grisaia;PSV;Norte America;2014;0
Prototype;Adventure;PSV;Grisaia no Rakuen: Le Eden de la Grisaia;PSV;Otros;2014;0
Prototype;Adventure;PS2;Heart no Kuni no Alice;PS2;Europa;2008;0
Prototype;Adventure;PS2;Heart no Kuni no Alice;PS2;Japon;2008;0.01
Prototype;Adventure;PS2;Heart no Kuni no Alice;PS2;Norte America;2008;0
Prototype;Adventure;PS2;Heart no Kuni no Alice;PS2;Otros;2008;0
Prototype;Adventure;PSP;Heart no Kuni no Alice;PSP;Europa;2009;0
Prototype;Adventure;PSP;Heart no Kuni no Alice;PSP;Japon;2009;0.01
Prototype;Adventure;PSP;Heart no Kuni no Alice;PSP;Norte America;2009;0
Prototype;Adventure;PSP;Heart no Kuni no Alice;PSP;Otros;2009;0
Prototype;Adventure;PS2;Little Busters! Converted Edition;PS2;Europa;2009;0
Prototype;Adventure;PS2;Little Busters! Converted Edition;PS2;Japon;2009;0.05
Prototype;Adventure;PS2;Little Busters! Converted Edition;PS2;Norte America;2009;0
Prototype;Adventure;PS2;Little Busters! Converted Edition;PS2;Otros;2009;0
Prototype;Adventure;PSP;Little Busters! Converted Edition;PSP;Europa;2010;0
Prototype;Adventure;PSP;Little Busters! Converted Edition;PSP;Japon;2010;0.04
Prototype;Adventure;PSP;Little Busters! Converted Edition;PSP;Norte America;2010;0
Prototype;Adventure;PSP;Little Busters! Converted Edition;PSP;Otros;2010;0
Prototype;Adventure;PSP;Planetarian: Chiisana Hoshi no Yume;PSP;Europa;2009;0
Prototype;Adventure;PSP;Planetarian: Chiisana Hoshi no Yume;PSP;Japon;2009;0.02
Prototype;Adventure;PSP;Planetarian: Chiisana Hoshi no Yume;PSP;Norte America;2009;0
Prototype;Adventure;PSP;Planetarian: Chiisana Hoshi no Yume;PSP;Otros;2009;0
Prototype;Adventure;PSV;Rewrite;PSV;Europa;2014;0
Prototype;Adventure;PSV;Rewrite;PSV;Japon;2014;0.01
Prototype;Adventure;PSV;Rewrite;PSV;Norte America;2014;0
Prototype;Adventure;PSV;Rewrite;PSV;Otros;2014;0
Prototype;Adventure;PSV;Sangoku Koi Senki: Omoide Gaeshi - CS Edition;PSV;Europa;2016;0
Prototype;Adventure;PSV;Sangoku Koi Senki: Omoide Gaeshi - CS Edition;PSV;Japon;2016;0.01
Prototype;Adventure;PSV;Sangoku Koi Senki: Omoide Gaeshi - CS Edition;PSV;Norte America;2016;0
Prototype;Adventure;PSV;Sangoku Koi Senki: Omoide Gaeshi - CS Edition;PSV;Otros;2016;0
Prototype;Adventure;PS2;Sangoku Koi Senki: Otome no Heihou!;PS2;Europa;2011;0
Prototype;Adventure;PS2;Sangoku Koi Senki: Otome no Heihou!;PS2;Japon;2011;0.01
Prototype;Adventure;PS2;Sangoku Koi Senki: Otome no Heihou!;PS2;Norte America;2011;0
Prototype;Adventure;PS2;Sangoku Koi Senki: Otome no Heihou!;PS2;Otros;2011;0
Prototype;Adventure;PSP;Sangoku Koi Senki: Otome no Heihou!;PSP;Europa;2012;0
Prototype;Adventure;PSP;Sangoku Koi Senki: Otome no Heihou!;PSP;Japon;2012;0.04
Prototype;Adventure;PSP;Sangoku Koi Senki: Otome no Heihou!;PSP;Norte America;2012;0
Prototype;Adventure;PSP;Sangoku Koi Senki: Otome no Heihou!;PSP;Otros;2012;0
Prototype;Adventure;PS2;Shinkyoku Soukai Polyphonica;PS2;Europa;2007;0
Prototype;Adventure;PS2;Shinkyoku Soukai Polyphonica;PS2;Japon;2007;0.02
Prototype;Adventure;PS2;Shinkyoku Soukai Polyphonica;PS2;Norte America;2007;0
Prototype;Adventure;PS2;Shinkyoku Soukai Polyphonica;PS2;Otros;2007;0
Prototype;Adventure;PSP;Snow Portable;PSP;Europa;2007;0
Prototype;Adventure;PSP;Snow Portable;PSP;Japon;2007;0.02
Prototype;Adventure;PSP;Snow Portable;PSP;Norte America;2007;0
Prototype;Adventure;PSP;Snow Portable;PSP;Otros;2007;0
Prototype;Adventure;X360;Time Leap;X360;Europa;2009;0
Prototype;Adventure;X360;Time Leap;X360;Japon;2009;0.01
Prototype;Adventure;X360;Time Leap;X360;Norte America;2009;0
Prototype;Adventure;X360;Time Leap;X360;Otros;2009;0
Prototype;Adventure;PS2;Tomoyo After: It's a Wonderful Life CS Edition;PS2;Europa;2007;0
Prototype;Adventure;PS2;Tomoyo After: It's a Wonderful Life CS Edition;PS2;Japon;2007;0.01
Prototype;Adventure;PS2;Tomoyo After: It's a Wonderful Life CS Edition;PS2;Norte America;2007;0
Prototype;Adventure;PS2;Tomoyo After: It's a Wonderful Life CS Edition;PS2;Otros;2007;0
Prototype;Adventure;PSP;Tomoyo After: It's a Wonderful Life CS Edition;PSP;Europa;2009;0
Prototype;Adventure;PSP;Tomoyo After: It's a Wonderful Life CS Edition;PSP;Japon;2009;0.04
Prototype;Adventure;PSP;Tomoyo After: It's a Wonderful Life CS Edition;PSP;Norte America;2009;0
Prototype;Adventure;PSP;Tomoyo After: It's a Wonderful Life CS Edition;PSP;Otros;2009;0
Psygnosis;Adventure;PS;Chronicles of the Sword;PS;Europa;1996;0.02
Psygnosis;Adventure;PS;Chronicles of the Sword;PS;Japon;1996;0
Psygnosis;Adventure;PS;Chronicles of the Sword;PS;Norte America;1996;0.03
Psygnosis;Adventure;PS;Chronicles of the Sword;PS;Otros;1996;0
Psygnosis;Adventure;PS;Discworld;PS;Europa;1994;0.02
Psygnosis;Adventure;PS;Discworld;PS;Japon;1994;0
Psygnosis;Adventure;PS;Discworld;PS;Norte America;1994;0.04
Psygnosis;Adventure;PS;Discworld;PS;Otros;1994;0
Psygnosis;Adventure;PS;Discworld II: Mortality Bytes!;PS;Europa;1996;0.01
Psygnosis;Adventure;PS;Discworld II: Mortality Bytes!;PS;Japon;1996;0
Psygnosis;Adventure;PS;Discworld II: Mortality Bytes!;PS;Norte America;1996;0.01
Psygnosis;Adventure;PS;Discworld II: Mortality Bytes!;PS;Otros;1996;0
Psygnosis;Adventure;PS;Myst;PS;Europa;1995;0
Psygnosis;Adventure;PS;Myst;PS;Japon;1995;0.07
Psygnosis;Adventure;PS;Myst;PS;Norte America;1995;0
Psygnosis;Adventure;PS;Myst;PS;Otros;1995;0
Psygnosis;Adventure;PS;O.D.T.: Escape... Or Die Trying;PS;Europa;1997;0.05
Psygnosis;Adventure;PS;O.D.T.: Escape... Or Die Trying;PS;Japon;1997;0
Psygnosis;Adventure;PS;O.D.T.: Escape... Or Die Trying;PS;Norte America;1997;0.07
Psygnosis;Adventure;PS;O.D.T.: Escape... Or Die Trying;PS;Otros;1997;0.01
Psygnosis;Adventure;PS;Shadow Master;PS;Europa;1997;0.04
Psygnosis;Adventure;PS;Shadow Master;PS;Japon;1997;0
Psygnosis;Adventure;PS;Shadow Master;PS;Norte America;1997;0.05
Psygnosis;Adventure;PS;Shadow Master;PS;Otros;1997;0.01
Quinrose;Adventure;PSP;Arabians Lost: The Engagement on Desert;PSP;Europa;2012;0
Quinrose;Adventure;PSP;Arabians Lost: The Engagement on Desert;PSP;Japon;2012;0.01
Quinrose;Adventure;PSP;Arabians Lost: The Engagement on Desert;PSP;Norte America;2012;0
Quinrose;Adventure;PSP;Arabians Lost: The Engagement on Desert;PSP;Otros;2012;0
Quinrose;Adventure;PSP;Clover no Kuni no Alice: Wonderful Wonder World;PSP;Europa;2011;0
Quinrose;Adventure;PSP;Clover no Kuni no Alice: Wonderful Wonder World;PSP;Japon;2011;0.02
Quinrose;Adventure;PSP;Clover no Kuni no Alice: Wonderful Wonder World;PSP;Norte America;2011;0
Quinrose;Adventure;PSP;Clover no Kuni no Alice: Wonderful Wonder World;PSP;Otros;2011;0
Quinrose;Adventure;PSP;Daiya no Kuni no Alice: Wonderful Mirror World;PSP;Europa;2013;0
Quinrose;Adventure;PSP;Daiya no Kuni no Alice: Wonderful Mirror World;PSP;Japon;2013;0.01
Quinrose;Adventure;PSP;Daiya no Kuni no Alice: Wonderful Mirror World;PSP;Norte America;2013;0
Quinrose;Adventure;PSP;Daiya no Kuni no Alice: Wonderful Mirror World;PSP;Otros;2013;0
Quinrose;Adventure;PSP;Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World;PSP;Europa;2011;0
Quinrose;Adventure;PSP;Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World;PSP;Japon;2011;0.02
Quinrose;Adventure;PSP;Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World;PSP;Norte America;2011;0
Quinrose;Adventure;PSP;Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World;PSP;Otros;2011;0
Quinrose;Adventure;PSP;Heart no Kuni no Alice: Wonderful Twin World;PSP;Europa;2014;0
Quinrose;Adventure;PSP;Heart no Kuni no Alice: Wonderful Twin World;PSP;Japon;2014;0.01
Quinrose;Adventure;PSP;Heart no Kuni no Alice: Wonderful Twin World;PSP;Norte America;2014;0
Quinrose;Adventure;PSP;Heart no Kuni no Alice: Wonderful Twin World;PSP;Otros;2014;0
Quinrose;Adventure;PSP;Iza, Shutsujin! Koisen;PSP;Europa;2011;0
Quinrose;Adventure;PSP;Iza, Shutsujin! Koisen;PSP;Japon;2011;0.01
Quinrose;Adventure;PSP;Iza, Shutsujin! Koisen;PSP;Norte America;2011;0
Quinrose;Adventure;PSP;Iza, Shutsujin! Koisen;PSP;Otros;2011;0
Quinrose;Adventure;PSP;Joker no Kuni no Alice: Wonderful Wonder World;PSP;Europa;2011;0
Quinrose;Adventure;PSP;Joker no Kuni no Alice: Wonderful Wonder World;PSP;Japon;2011;0.02
Quinrose;Adventure;PSP;Joker no Kuni no Alice: Wonderful Wonder World;PSP;Norte America;2011;0
Quinrose;Adventure;PSP;Joker no Kuni no Alice: Wonderful Wonder World;PSP;Otros;2011;0
Quinrose;Adventure;PSP;Mother Goose no Himitsu no Yakata;PSP;Europa;2011;0
Quinrose;Adventure;PSP;Mother Goose no Himitsu no Yakata;PSP;Japon;2011;0.03
Quinrose;Adventure;PSP;Mother Goose no Himitsu no Yakata;PSP;Norte America;2011;0
Quinrose;Adventure;PSP;Mother Goose no Himitsu no Yakata;PSP;Otros;2011;0
Quinrose;Adventure;PSP;Okashi na Shima no Peter Pan: Sweet Never Land;PSP;Europa;2011;0
Quinrose;Adventure;PSP;Okashi na Shima no Peter Pan: Sweet Never Land;PSP;Japon;2011;0.02
Quinrose;Adventure;PSP;Okashi na Shima no Peter Pan: Sweet Never Land;PSP;Norte America;2011;0
Quinrose;Adventure;PSP;Okashi na Shima no Peter Pan: Sweet Never Land;PSP;Otros;2011;0
Quinrose;Adventure;PSP;Romeo Vs. Juliet;PSP;Europa;2013;0
Quinrose;Adventure;PSP;Romeo Vs. Juliet;PSP;Japon;2013;0.01
Quinrose;Adventure;PSP;Romeo Vs. Juliet;PSP;Norte America;2013;0
Quinrose;Adventure;PSP;Romeo Vs. Juliet;PSP;Otros;2013;0
Quinrose;Adventure;PSP;Satomi Hakkenden: Hachi Tamanoki;PSP;Europa;2014;0
Quinrose;Adventure;PSP;Satomi Hakkenden: Hachi Tamanoki;PSP;Japon;2014;0.01
Quinrose;Adventure;PSP;Satomi Hakkenden: Hachi Tamanoki;PSP;Norte America;2014;0
Quinrose;Adventure;PSP;Satomi Hakkenden: Hachi Tamanoki;PSP;Otros;2014;0
Quintet;Adventure;SAT;Code R;SAT;Europa;1998;0
Quintet;Adventure;SAT;Code R;SAT;Japon;1998;0.02
Quintet;Adventure;SAT;Code R;SAT;Norte America;1998;0
Quintet;Adventure;SAT;Code R;SAT;Otros;1998;0
RED Entertainment;Adventure;PS2;Scared Rider Xechs;PS2;Europa;2010;0
RED Entertainment;Adventure;PS2;Scared Rider Xechs;PS2;Japon;2010;0.02
RED Entertainment;Adventure;PS2;Scared Rider Xechs;PS2;Norte America;2010;0
RED Entertainment;Adventure;PS2;Scared Rider Xechs;PS2;Otros;2010;0
Red Orb;Adventure;PC;Myst;PC;Europa;1994;2.79
Red Orb;Adventure;PC;Myst;PC;Japon;1994;0
Red Orb;Adventure;PC;Myst;PC;Norte America;1994;0.02
Red Orb;Adventure;PC;Myst;PC;Otros;1994;0
Red Orb;Adventure;PC;Riven: The Sequel to Myst;PC;Europa;1997;0.82
Red Orb;Adventure;PC;Riven: The Sequel to Myst;PC;Japon;1997;0
Red Orb;Adventure;PC;Riven: The Sequel to Myst;PC;Norte America;1997;1.52
Red Orb;Adventure;PC;Riven: The Sequel to Myst;PC;Otros;1997;0.1
Reef Entertainment;Adventure;DS;Captain Morgane and the Golden Turtle;DS;Europa;2012;0.03
Reef Entertainment;Adventure;DS;Captain Morgane and the Golden Turtle;DS;Japon;2012;0
Reef Entertainment;Adventure;DS;Captain Morgane and the Golden Turtle;DS;Norte America;2012;0
Reef Entertainment;Adventure;DS;Captain Morgane and the Golden Turtle;DS;Otros;2012;0
Reef Entertainment;Adventure;PC;Captain Morgane and the Golden Turtle;PC;Europa;2012;0.02
Reef Entertainment;Adventure;PC;Captain Morgane and the Golden Turtle;PC;Japon;2012;0
Reef Entertainment;Adventure;PC;Captain Morgane and the Golden Turtle;PC;Norte America;2012;0
Reef Entertainment;Adventure;PC;Captain Morgane and the Golden Turtle;PC;Otros;2012;0
Reef Entertainment;Adventure;PS3;Captain Morgane and the Golden Turtle;PS3;Europa;2012;0.02
Reef Entertainment;Adventure;PS3;Captain Morgane and the Golden Turtle;PS3;Japon;2012;0
Reef Entertainment;Adventure;PS3;Captain Morgane and the Golden Turtle;PS3;Norte America;2012;0
Reef Entertainment;Adventure;PS3;Captain Morgane and the Golden Turtle;PS3;Otros;2012;0.01
Reef Entertainment;Adventure;Wii;Captain Morgane and the Golden Turtle;Wii;Europa;2012;0.01
Reef Entertainment;Adventure;Wii;Captain Morgane and the Golden Turtle;Wii;Japon;2012;0
Reef Entertainment;Adventure;Wii;Captain Morgane and the Golden Turtle;Wii;Norte America;2012;0
Reef Entertainment;Adventure;Wii;Captain Morgane and the Golden Turtle;Wii;Otros;2012;0
Revolution (Japan);Adventure;PS2;Tsuyo Kiss 2 Gakki: Swift Love;PS2;Europa;2009;0
Revolution (Japan);Adventure;PS2;Tsuyo Kiss 2 Gakki: Swift Love;PS2;Japon;2009;0.02
Revolution (Japan);Adventure;PS2;Tsuyo Kiss 2 Gakki: Swift Love;PS2;Norte America;2009;0
Revolution (Japan);Adventure;PS2;Tsuyo Kiss 2 Gakki: Swift Love;PS2;Otros;2009;0
Revolution Software;Adventure;PS4;Broken Sword 5: The Serpent's Curse;PS4;Europa;2015;0.06
Revolution Software;Adventure;PS4;Broken Sword 5: The Serpent's Curse;PS4;Japon;2015;0
Revolution Software;Adventure;PS4;Broken Sword 5: The Serpent's Curse;PS4;Norte America;2015;0
Revolution Software;Adventure;PS4;Broken Sword 5: The Serpent's Curse;PS4;Otros;2015;0.01
Revolution Software;Adventure;XOne;Broken Sword 5: The Serpent's Curse;XOne;Europa;2015;0.01
Revolution Software;Adventure;XOne;Broken Sword 5: The Serpent's Curse;XOne;Japon;2015;0
Revolution Software;Adventure;XOne;Broken Sword 5: The Serpent's Curse;XOne;Norte America;2015;0
Revolution Software;Adventure;XOne;Broken Sword 5: The Serpent's Curse;XOne;Otros;2015;0
Rising Star Games;Adventure;DS;Eco Creatures: Save The Forest;DS;Europa;2007;0
Rising Star Games;Adventure;DS;Eco Creatures: Save The Forest;DS;Japon;2007;0
