Editorial;Genero;Plataforma;Nombre;Plataforma;Region;Ano;Venta Millones
20th Century Fox Video Games;Action;2600;Alien;2600;Europa;1981;0.04
20th Century Fox Video Games;Action;2600;Alien;2600;Japon;1981;0
20th Century Fox Video Games;Action;2600;Alien;2600;Norte America;1981;0.74
20th Century Fox Video Games;Action;2600;Alien;2600;Otros;1981;0.01
20th Century Fox Video Games;Action;2600;Bank Heist;2600;Europa;1982;0.02
20th Century Fox Video Games;Action;2600;Bank Heist;2600;Japon;1982;0
20th Century Fox Video Games;Action;2600;Bank Heist;2600;Norte America;1982;0.32
20th Century Fox Video Games;Action;2600;Bank Heist;2600;Otros;1982;0
20th Century Fox Video Games;Action;2600;Fantastic Voyage;2600;Europa;1981;0.02
20th Century Fox Video Games;Action;2600;Fantastic Voyage;2600;Japon;1981;0
20th Century Fox Video Games;Action;2600;Fantastic Voyage;2600;Norte America;1981;0.32
20th Century Fox Video Games;Action;2600;Fantastic Voyage;2600;Otros;1981;0
20th Century Fox Video Games;Action;2600;Porky's;2600;Europa;1982;0.01
20th Century Fox Video Games;Action;2600;Porky's;2600;Japon;1982;0
20th Century Fox Video Games;Action;2600;Porky's;2600;Norte America;1982;0.23
20th Century Fox Video Games;Action;2600;Porky's;2600;Otros;1982;0
3DO;Action;PS;Army Men 3D;PS;Europa;1999;0.14
3DO;Action;PS;Army Men 3D;PS;Japon;1999;0
3DO;Action;PS;Army Men 3D;PS;Norte America;1999;1.1
3DO;Action;PS;Army Men 3D;PS;Otros;1999;0.04
3DO;Action;PS;Army Men World War: Final Front;PS;Europa;2001;0.17
3DO;Action;PS;Army Men World War: Final Front;PS;Japon;2001;0
3DO;Action;PS;Army Men World War: Final Front;PS;Norte America;2001;0.24
3DO;Action;PS;Army Men World War: Final Front;PS;Otros;2001;0.03
3DO;Action;PS;Army Men World War: Land, Sea, Air;PS;Europa;2000;0.12
3DO;Action;PS;Army Men World War: Land, Sea, Air;PS;Japon;2000;0
3DO;Action;PS;Army Men World War: Land, Sea, Air;PS;Norte America;2000;0.17
3DO;Action;PS;Army Men World War: Land, Sea, Air;PS;Otros;2000;0.02
3DO;Action;PS;Army Men World War: Team Assault;PS;Europa;2001;0.04
3DO;Action;PS;Army Men World War: Team Assault;PS;Japon;2001;0
3DO;Action;PS;Army Men World War: Team Assault;PS;Norte America;2001;0.06
3DO;Action;PS;Army Men World War: Team Assault;PS;Otros;2001;0.01
3DO;Action;PS;Army Men: Air Attack;PS;Europa;1999;0.32
3DO;Action;PS;Army Men: Air Attack;PS;Japon;1999;0
3DO;Action;PS;Army Men: Air Attack;PS;Norte America;1999;0.47
3DO;Action;PS;Army Men: Air Attack;PS;Otros;1999;0.06
3DO;Action;PS;Army Men: Air Attack 2;PS;Europa;2000;0.11
3DO;Action;PS;Army Men: Air Attack 2;PS;Japon;2000;0
3DO;Action;PS;Army Men: Air Attack 2;PS;Norte America;2000;0.17
3DO;Action;PS;Army Men: Air Attack 2;PS;Otros;2000;0.02
3DO;Action;N64;Army Men: Air Combat;N64;Europa;2000;0.05
3DO;Action;N64;Army Men: Air Combat;N64;Japon;2000;0
3DO;Action;N64;Army Men: Air Combat;N64;Norte America;2000;0.19
3DO;Action;N64;Army Men: Air Combat;N64;Otros;2000;0
3DO;Action;PS;Army Men: Green Rogue;PS;Europa;2001;0.02
3DO;Action;PS;Army Men: Green Rogue;PS;Japon;2001;0
3DO;Action;PS;Army Men: Green Rogue;PS;Norte America;2001;0.04
3DO;Action;PS;Army Men: Green Rogue;PS;Otros;2001;0
3DO;Action;PS2;Army Men: Green Rogue;PS2;Europa;2001;0.05
3DO;Action;PS2;Army Men: Green Rogue;PS2;Japon;2001;0
3DO;Action;PS2;Army Men: Green Rogue;PS2;Norte America;2001;0.06
3DO;Action;PS2;Army Men: Green Rogue;PS2;Otros;2001;0.02
3DO;Action;N64;Army Men: Sarge's Heroes;N64;Europa;1999;0.12
3DO;Action;N64;Army Men: Sarge's Heroes;N64;Japon;1999;0
3DO;Action;N64;Army Men: Sarge's Heroes;N64;Norte America;1999;0.68
3DO;Action;N64;Army Men: Sarge's Heroes;N64;Otros;1999;0.01
3DO;Action;PS;Army Men: Sarge's Heroes;PS;Europa;1999;0.21
3DO;Action;PS;Army Men: Sarge's Heroes;PS;Japon;1999;0
3DO;Action;PS;Army Men: Sarge's Heroes;PS;Norte America;1999;0.31
3DO;Action;PS;Army Men: Sarge's Heroes;PS;Otros;1999;0.04
3DO;Action;N64;BattleTanx;N64;Europa;1998;0.06
3DO;Action;N64;BattleTanx;N64;Japon;1998;0
3DO;Action;N64;BattleTanx;N64;Norte America;1998;0.26
3DO;Action;N64;BattleTanx;N64;Otros;1998;0
3DO;Action;N64;BattleTanx: Global Assault;N64;Europa;1999;0.07
3DO;Action;N64;BattleTanx: Global Assault;N64;Japon;1999;0
3DO;Action;N64;BattleTanx: Global Assault;N64;Norte America;1999;0.31
3DO;Action;N64;BattleTanx: Global Assault;N64;Otros;1999;0
3DO;Action;PS2;Godai: Elemental Force;PS2;Europa;2002;0.03
3DO;Action;PS2;Godai: Elemental Force;PS2;Japon;2002;0
3DO;Action;PS2;Godai: Elemental Force;PS2;Norte America;2002;0.04
3DO;Action;PS2;Godai: Elemental Force;PS2;Otros;2002;0.01
3DO;Action;PS;Uprising X;PS;Europa;1998;0.03
3DO;Action;PS;Uprising X;PS;Japon;1998;0
3DO;Action;PS;Uprising X;PS;Norte America;1998;0.04
3DO;Action;PS;Uprising X;PS;Otros;1998;0
3DO;Action;PS;World Destruction League: Thunder Tanks;PS;Europa;2000;0.06
3DO;Action;PS;World Destruction League: Thunder Tanks;PS;Japon;2000;0
3DO;Action;PS;World Destruction League: Thunder Tanks;PS;Norte America;2000;0.09
3DO;Action;PS;World Destruction League: Thunder Tanks;PS;Otros;2000;0.01
3DO;Action;PS2;World Destruction League: Thunder Tanks;PS2;Europa;2000;0.07
3DO;Action;PS2;World Destruction League: Thunder Tanks;PS2;Japon;2000;0
3DO;Action;PS2;World Destruction League: Thunder Tanks;PS2;Norte America;2000;0.08
3DO;Action;PS2;World Destruction League: Thunder Tanks;PS2;Otros;2000;0.02
505 Games;Action;DS;Cats & Dogs: The Revenge of Kitty Galore;DS;Europa;2010;0
505 Games;Action;DS;Cats & Dogs: The Revenge of Kitty Galore;DS;Japon;2010;0
505 Games;Action;DS;Cats & Dogs: The Revenge of Kitty Galore;DS;Norte America;2010;0.1
505 Games;Action;DS;Cats & Dogs: The Revenge of Kitty Galore;DS;Otros;2010;0.01
505 Games;Action;DS;Deep Labyrinth;DS;Europa;2006;0
505 Games;Action;DS;Deep Labyrinth;DS;Japon;2006;0
505 Games;Action;DS;Deep Labyrinth;DS;Norte America;2006;0.06
505 Games;Action;DS;Deep Labyrinth;DS;Otros;2006;0
505 Games;Action;3DS;Naruto Shippuden 3D: The New Era;3DS;Europa;2011;0.04
505 Games;Action;3DS;Naruto Shippuden 3D: The New Era;3DS;Japon;2011;0.06
505 Games;Action;3DS;Naruto Shippuden 3D: The New Era;3DS;Norte America;2011;0
505 Games;Action;3DS;Naruto Shippuden 3D: The New Era;3DS;Otros;2011;0.01
505 Games;Action;Wii;Naruto Shippuden: Dragon Blade Chronicles;Wii;Europa;2009;0.02
505 Games;Action;Wii;Naruto Shippuden: Dragon Blade Chronicles;Wii;Japon;2009;0.05
505 Games;Action;Wii;Naruto Shippuden: Dragon Blade Chronicles;Wii;Norte America;2009;0.11
505 Games;Action;Wii;Naruto Shippuden: Dragon Blade Chronicles;Wii;Otros;2009;0.01
505 Games;Action;PS3;Naughty Bear;PS3;Europa;2010;0.18
505 Games;Action;PS3;Naughty Bear;PS3;Japon;2010;0
505 Games;Action;PS3;Naughty Bear;PS3;Norte America;2010;0.18
505 Games;Action;PS3;Naughty Bear;PS3;Otros;2010;0.07
505 Games;Action;X360;Naughty Bear;X360;Europa;2010;0.16
505 Games;Action;X360;Naughty Bear;X360;Japon;2010;0
505 Games;Action;X360;Naughty Bear;X360;Norte America;2010;0.21
505 Games;Action;X360;Naughty Bear;X360;Otros;2010;0.04
505 Games;Action;PS2;Raw Danger!;PS2;Europa;2006;0.01
505 Games;Action;PS2;Raw Danger!;PS2;Japon;2006;0
505 Games;Action;PS2;Raw Danger!;PS2;Norte America;2006;0.02
505 Games;Action;PS2;Raw Danger!;PS2;Otros;2006;0
505 Games;Action;PS2;Raw Danger! (JP sales);PS2;Europa;2006;0
505 Games;Action;PS2;Raw Danger! (JP sales);PS2;Japon;2006;0.06
505 Games;Action;PS2;Raw Danger! (JP sales);PS2;Norte America;2006;0
505 Games;Action;PS2;Raw Danger! (JP sales);PS2;Otros;2006;0
505 Games;Action;PS2;Rule of Rose;PS2;Europa;2006;0.01
505 Games;Action;PS2;Rule of Rose;PS2;Japon;2006;0
505 Games;Action;PS2;Rule of Rose;PS2;Norte America;2006;0.01
505 Games;Action;PS2;Rule of Rose;PS2;Otros;2006;0
505 Games;Action;PS2;Samurai Western;PS2;Europa;2004;0.03
505 Games;Action;PS2;Samurai Western;PS2;Japon;2004;0
505 Games;Action;PS2;Samurai Western;PS2;Norte America;2004;0.04
505 Games;Action;PS2;Samurai Western;PS2;Otros;2004;0.01
505 Games;Action;Wii;Shin Chan: Las Nuevas Aventuras Para Wii!;Wii;Europa;2006;0
505 Games;Action;Wii;Shin Chan: Las Nuevas Aventuras Para Wii!;Wii;Japon;2006;0.07
505 Games;Action;Wii;Shin Chan: Las Nuevas Aventuras Para Wii!;Wii;Norte America;2006;0
505 Games;Action;Wii;Shin Chan: Las Nuevas Aventuras Para Wii!;Wii;Otros;2006;0
505 Games;Action;3DS;Terraria;3DS;Europa;2016;0.03
505 Games;Action;3DS;Terraria;3DS;Japon;2016;0.04
505 Games;Action;3DS;Terraria;3DS;Norte America;2016;0
505 Games;Action;3DS;Terraria;3DS;Otros;2016;0
505 Games;Action;PS3;Terraria;PS3;Europa;2013;0.26
505 Games;Action;PS3;Terraria;PS3;Japon;2013;0.09
505 Games;Action;PS3;Terraria;PS3;Norte America;2013;0.07
505 Games;Action;PS3;Terraria;PS3;Otros;2013;0.07
505 Games;Action;PS4;Terraria;PS4;Europa;2014;0.05
505 Games;Action;PS4;Terraria;PS4;Japon;2014;0.01
505 Games;Action;PS4;Terraria;PS4;Norte America;2014;0
505 Games;Action;PS4;Terraria;PS4;Otros;2014;0.01
505 Games;Action;WiiU;Terraria;WiiU;Europa;2016;0.02
505 Games;Action;WiiU;Terraria;WiiU;Japon;2016;0
505 Games;Action;WiiU;Terraria;WiiU;Norte America;2016;0
505 Games;Action;WiiU;Terraria;WiiU;Otros;2016;0
505 Games;Action;X360;Terraria;X360;Europa;2013;0.31
505 Games;Action;X360;Terraria;X360;Japon;2013;0
505 Games;Action;X360;Terraria;X360;Norte America;2013;0.35
505 Games;Action;X360;Terraria;X360;Otros;2013;0.06
505 Games;Action;XOne;Terraria;XOne;Europa;2014;0.04
505 Games;Action;XOne;Terraria;XOne;Japon;2014;0
505 Games;Action;XOne;Terraria;XOne;Norte America;2014;0
505 Games;Action;XOne;Terraria;XOne;Otros;2014;0
505 Games;Action;Wii;The Destiny of Zorro;Wii;Europa;2009;0
505 Games;Action;Wii;The Destiny of Zorro;Wii;Japon;2009;0
505 Games;Action;Wii;The Destiny of Zorro;Wii;Norte America;2009;0.1
505 Games;Action;Wii;The Destiny of Zorro;Wii;Otros;2009;0.01
505 Games;Action;PS3;Top Gun: Hard Lock;PS3;Europa;2012;0.03
505 Games;Action;PS3;Top Gun: Hard Lock;PS3;Japon;2012;0
505 Games;Action;PS3;Top Gun: Hard Lock;PS3;Norte America;2012;0
505 Games;Action;PS3;Top Gun: Hard Lock;PS3;Otros;2012;0.01
505 Games;Action;X360;Top Gun: Hard Lock;X360;Europa;2012;0.02
505 Games;Action;X360;Top Gun: Hard Lock;X360;Japon;2012;0
505 Games;Action;X360;Top Gun: Hard Lock;X360;Norte America;2012;0.03
505 Games;Action;X360;Top Gun: Hard Lock;X360;Otros;2012;0
505 Games;Action;DS;Turn It Around;DS;Europa;2006;0
505 Games;Action;DS;Turn It Around;DS;Japon;2006;0
505 Games;Action;DS;Turn It Around;DS;Norte America;2006;0.03
505 Games;Action;DS;Turn It Around;DS;Otros;2006;0
5pb;Action;PSP;Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai;PSP;Europa;2012;0
5pb;Action;PSP;Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai;PSP;Japon;2012;0.02
5pb;Action;PSP;Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai;PSP;Norte America;2012;0
5pb;Action;PSP;Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai;PSP;Otros;2012;0
5pb;Action;PSV;Infinite Stratos 2: Love and Purge;PSV;Europa;2015;0
5pb;Action;PSV;Infinite Stratos 2: Love and Purge;PSV;Japon;2015;0.01
5pb;Action;PSV;Infinite Stratos 2: Love and Purge;PSV;Norte America;2015;0
5pb;Action;PSV;Infinite Stratos 2: Love and Purge;PSV;Otros;2015;0
5pb;Action;PSV;Lovely x Cation 1 & 2;PSV;Europa;2015;0
5pb;Action;PSV;Lovely x Cation 1 & 2;PSV;Japon;2015;0.02
5pb;Action;PSV;Lovely x Cation 1 & 2;PSV;Norte America;2015;0
5pb;Action;PSV;Lovely x Cation 1 & 2;PSV;Otros;2015;0
5pb;Action;PSV;Saenai Kanojo no Sodatekata: Blessing Flowers;PSV;Europa;2015;0
5pb;Action;PSV;Saenai Kanojo no Sodatekata: Blessing Flowers;PSV;Japon;2015;0.02
5pb;Action;PSV;Saenai Kanojo no Sodatekata: Blessing Flowers;PSV;Norte America;2015;0
5pb;Action;PSV;Saenai Kanojo no Sodatekata: Blessing Flowers;PSV;Otros;2015;0
5pb;Action;PSP;"Steins;Gate: Hiyoku Renri no Darling";PSP;Europa;2012;0
5pb;Action;PSP;"Steins;Gate: Hiyoku Renri no Darling";PSP;Japon;2012;0.06
5pb;Action;PSP;"Steins;Gate: Hiyoku Renri no Darling";PSP;Norte America;2012;0
5pb;Action;PSP;"Steins;Gate: Hiyoku Renri no Darling";PSP;Otros;2012;0
989 Studios;Action;PS;3Xtreme;PS;Europa;1999;0.34
989 Studios;Action;PS;3Xtreme;PS;Japon;1999;0
989 Studios;Action;PS;3Xtreme;PS;Norte America;1999;0.5
989 Studios;Action;PS;3Xtreme;PS;Otros;1999;0.06
989 Studios;Action;PS;Twisted Metal III;PS;Europa;1998;0.2
989 Studios;Action;PS;Twisted Metal III;PS;Japon;1998;0
989 Studios;Action;PS;Twisted Metal III;PS;Norte America;1998;1.48
989 Studios;Action;PS;Twisted Metal III;PS;Otros;1998;0.05
Abylight;Action;PS3;Man vs. Wild;PS3;Europa;2010;0
Abylight;Action;PS3;Man vs. Wild;PS3;Japon;2010;0
Abylight;Action;PS3;Man vs. Wild;PS3;Norte America;2010;0.07
Abylight;Action;PS3;Man vs. Wild;PS3;Otros;2010;0.01
Acclaim Entertainment;Action;PS2;Alias;PS2;Europa;2004;0.04
Acclaim Entertainment;Action;PS2;Alias;PS2;Japon;2004;0
Acclaim Entertainment;Action;PS2;Alias;PS2;Norte America;2004;0.05
Acclaim Entertainment;Action;PS2;Alias;PS2;Otros;2004;0.01
Acclaim Entertainment;Action;XB;Alias;XB;Europa;2004;0.01
Acclaim Entertainment;Action;XB;Alias;XB;Japon;2004;0
Acclaim Entertainment;Action;XB;Alias;XB;Norte America;2004;0.04
Acclaim Entertainment;Action;XB;Alias;XB;Otros;2004;0
Acclaim Entertainment;Action;PS;Batman & Robin;PS;Europa;1998;0.04
Acclaim Entertainment;Action;PS;Batman & Robin;PS;Japon;1998;0
Acclaim Entertainment;Action;PS;Batman & Robin;PS;Norte America;1998;0.06
Acclaim Entertainment;Action;PS;Batman & Robin;PS;Otros;1998;0.01
Acclaim Entertainment;Action;PS;Batman Forever: The Arcade Game;PS;Europa;1996;0.01
Acclaim Entertainment;Action;PS;Batman Forever: The Arcade Game;PS;Japon;1996;0
Acclaim Entertainment;Action;PS;Batman Forever: The Arcade Game;PS;Norte America;1996;0.02
Acclaim Entertainment;Action;PS;Batman Forever: The Arcade Game;PS;Otros;1996;0
Acclaim Entertainment;Action;PS;DragonHeart: Fire & Steel;PS;Europa;1996;0.01
Acclaim Entertainment;Action;PS;DragonHeart: Fire & Steel;PS;Japon;1996;0
Acclaim Entertainment;Action;PS;DragonHeart: Fire & Steel;PS;Norte America;1996;0.02
Acclaim Entertainment;Action;PS;DragonHeart: Fire & Steel;PS;Otros;1996;0
Acclaim Entertainment;Action;PS;Fantastic Four;PS;Europa;1997;0.03
Acclaim Entertainment;Action;PS;Fantastic Four;PS;Japon;1997;0
Acclaim Entertainment;Action;PS;Fantastic Four;PS;Norte America;1997;0.04
Acclaim Entertainment;Action;PS;Fantastic Four;PS;Otros;1997;0
Acclaim Entertainment;Action;PS2;Fur Fighters: Viggo's Revenge;PS2;Europa;2001;0.05
Acclaim Entertainment;Action;PS2;Fur Fighters: Viggo's Revenge;PS2;Japon;2001;0
Acclaim Entertainment;Action;PS2;Fur Fighters: Viggo's Revenge;PS2;Norte America;2001;0.07
Acclaim Entertainment;Action;PS2;Fur Fighters: Viggo's Revenge;PS2;Otros;2001;0.02
Acclaim Entertainment;Action;PS2;Gladiator: Sword of Vengeance;PS2;Europa;2003;0.05
Acclaim Entertainment;Action;PS2;Gladiator: Sword of Vengeance;PS2;Japon;2003;0
Acclaim Entertainment;Action;PS2;Gladiator: Sword of Vengeance;PS2;Norte America;2003;0.06
Acclaim Entertainment;Action;PS2;Gladiator: Sword of Vengeance;PS2;Otros;2003;0.02
Acclaim Entertainment;Action;XB;Gladiator: Sword of Vengeance;XB;Europa;2003;0.01
Acclaim Entertainment;Action;XB;Gladiator: Sword of Vengeance;XB;Japon;2003;0
Acclaim Entertainment;Action;XB;Gladiator: Sword of Vengeance;XB;Norte America;2003;0.04
Acclaim Entertainment;Action;XB;Gladiator: Sword of Vengeance;XB;Otros;2003;0
Acclaim Entertainment;Action;PS;Mary-Kate and Ashley: Crush Course;PS;Europa;2001;0.05
Acclaim Entertainment;Action;PS;Mary-Kate and Ashley: Crush Course;PS;Japon;2001;0
Acclaim Entertainment;Action;PS;Mary-Kate and Ashley: Crush Course;PS;Norte America;2001;0.08
Acclaim Entertainment;Action;PS;Mary-Kate and Ashley: Crush Course;PS;Otros;2001;0.01
Acclaim Entertainment;Action;PS;Mary-Kate and Ashley: Winners Circle;PS;Europa;2001;0.05
Acclaim Entertainment;Action;PS;Mary-Kate and Ashley: Winners Circle;PS;Japon;2001;0
Acclaim Entertainment;Action;PS;Mary-Kate and Ashley: Winners Circle;PS;Norte America;2001;0.08
Acclaim Entertainment;Action;PS;Mary-Kate and Ashley: Winners Circle;PS;Otros;2001;0.01
Acclaim Entertainment;Action;N64;Shadow Man;N64;Europa;1999;0.08
Acclaim Entertainment;Action;N64;Shadow Man;N64;Japon;1999;0
Acclaim Entertainment;Action;N64;Shadow Man;N64;Norte America;1999;0.18
Acclaim Entertainment;Action;N64;Shadow Man;N64;Otros;1999;0.01
Acclaim Entertainment;Action;PS;Shadow Man;PS;Europa;1998;0.09
Acclaim Entertainment;Action;PS;Shadow Man;PS;Japon;1998;0
Acclaim Entertainment;Action;PS;Shadow Man;PS;Norte America;1998;0.14
Acclaim Entertainment;Action;PS;Shadow Man;PS;Otros;1998;0.02
Acclaim Entertainment;Action;PS;The Crow: City of Angels;PS;Europa;1997;0.01
Acclaim Entertainment;Action;PS;The Crow: City of Angels;PS;Japon;1997;0
Acclaim Entertainment;Action;PS;The Crow: City of Angels;PS;Norte America;1997;0.01
Acclaim Entertainment;Action;PS;The Crow: City of Angels;PS;Otros;1997;0
Ackkstudios;Action;3DS;Dynasty Warriors Vs;3DS;Europa;2012;0
Ackkstudios;Action;3DS;Dynasty Warriors Vs;3DS;Japon;2012;0.06
Ackkstudios;Action;3DS;Dynasty Warriors Vs;3DS;Norte America;2012;0
Ackkstudios;Action;3DS;Dynasty Warriors Vs;3DS;Otros;2012;0
Ackkstudios;Action;PS3;Sengoku Musou 3 Z;PS3;Europa;2011;0
Ackkstudios;Action;PS3;Sengoku Musou 3 Z;PS3;Japon;2011;0.33
Ackkstudios;Action;PS3;Sengoku Musou 3 Z;PS3;Norte America;2011;0
Ackkstudios;Action;PS3;Sengoku Musou 3 Z;PS3;Otros;2011;0
Ackkstudios;Action;PSP;Sengoku Musou 3 Z Special;PSP;Europa;2012;0
Ackkstudios;Action;PSP;Sengoku Musou 3 Z Special;PSP;Japon;2012;0.04
Ackkstudios;Action;PSP;Sengoku Musou 3 Z Special;PSP;Norte America;2012;0
Ackkstudios;Action;PSP;Sengoku Musou 3 Z Special;PSP;Otros;2012;0
Ackkstudios;Action;Wii;Sengoku Musou 3: Moushouden;Wii;Europa;2011;0
Ackkstudios;Action;Wii;Sengoku Musou 3: Moushouden;Wii;Japon;2011;0.08
Ackkstudios;Action;Wii;Sengoku Musou 3: Moushouden;Wii;Norte America;2011;0
Ackkstudios;Action;Wii;Sengoku Musou 3: Moushouden;Wii;Otros;2011;0
Acquire;Action;PS4;Akiba's Trip: Undead & Undressed;PS4;Europa;2014;0
Acquire;Action;PS4;Akiba's Trip: Undead & Undressed;PS4;Japon;2014;0.01
Acquire;Action;PS4;Akiba's Trip: Undead & Undressed;PS4;Norte America;2014;0.08
Acquire;Action;PS4;Akiba's Trip: Undead & Undressed;PS4;Otros;2014;0.02
Acquire;Action;PS2;Kamiwaza;PS2;Europa;2006;0
Acquire;Action;PS2;Kamiwaza;PS2;Japon;2006;0.05
Acquire;Action;PS2;Kamiwaza;PS2;Norte America;2006;0
Acquire;Action;PS2;Kamiwaza;PS2;Otros;2006;0
Activision;Action;PC;[Prototype 2];PC;Europa;2012;0.02
Activision;Action;PC;[Prototype 2];PC;Japon;2012;0
Activision;Action;PC;[Prototype 2];PC;Norte America;2012;0.07
Activision;Action;PC;[Prototype 2];PC;Otros;2012;0.01
Activision;Action;PS3;[Prototype 2];PS3;Europa;2012;0.28
Activision;Action;PS3;[Prototype 2];PS3;Japon;2012;0
Activision;Action;PS3;[Prototype 2];PS3;Norte America;2012;0.36
Activision;Action;PS3;[Prototype 2];PS3;Otros;2012;0.11
Activision;Action;X360;[Prototype 2];X360;Europa;2012;0.25
Activision;Action;X360;[Prototype 2];X360;Japon;2012;0
Activision;Action;X360;[Prototype 2];X360;Norte America;2012;0.48
Activision;Action;X360;[Prototype 2];X360;Otros;2012;0.07
Activision;Action;PS3;[Prototype];PS3;Europa;2009;0.41
Activision;Action;PS3;[Prototype];PS3;Japon;2009;0
Activision;Action;PS3;[Prototype];PS3;Norte America;2009;0.65
Activision;Action;PS3;[Prototype];PS3;Otros;2009;0.19
Activision;Action;X360;[Prototype];X360;Europa;2009;0.35
Activision;Action;X360;[Prototype];X360;Japon;2009;0
Activision;Action;X360;[Prototype];X360;Norte America;2009;0.84
Activision;Action;X360;[Prototype];X360;Otros;2009;0.12
Activision;Action;DS;007: Quantum of Solace;DS;Europa;2008;0.01
Activision;Action;DS;007: Quantum of Solace;DS;Japon;2008;0
Activision;Action;DS;007: Quantum of Solace;DS;Norte America;2008;0.11
Activision;Action;DS;007: Quantum of Solace;DS;Otros;2008;0.01
Activision;Action;PC;007: Quantum of Solace;PC;Europa;2008;0.01
Activision;Action;PC;007: Quantum of Solace;PC;Japon;2008;0
Activision;Action;PC;007: Quantum of Solace;PC;Norte America;2008;0.01
Activision;Action;PC;007: Quantum of Solace;PC;Otros;2008;0
Activision;Action;PS2;007: Quantum of Solace;PS2;Europa;2008;0
Activision;Action;PS2;007: Quantum of Solace;PS2;Japon;2008;0
Activision;Action;PS2;007: Quantum of Solace;PS2;Norte America;2008;0.17
Activision;Action;PS2;007: Quantum of Solace;PS2;Otros;2008;0.26
Activision;Action;PS3;007: Quantum of Solace;PS3;Europa;2008;0.52
Activision;Action;PS3;007: Quantum of Solace;PS3;Japon;2008;0.02
Activision;Action;PS3;007: Quantum of Solace;PS3;Norte America;2008;0.43
Activision;Action;PS3;007: Quantum of Solace;PS3;Otros;2008;0.2
Activision;Action;Wii;007: Quantum of Solace;Wii;Europa;2008;0.29
Activision;Action;Wii;007: Quantum of Solace;Wii;Japon;2008;0.01
Activision;Action;Wii;007: Quantum of Solace;Wii;Norte America;2008;0.3
Activision;Action;Wii;007: Quantum of Solace;Wii;Otros;2008;0.07
Activision;Action;X360;007: Quantum of Solace;X360;Europa;2008;0.52
Activision;Action;X360;007: Quantum of Solace;X360;Japon;2008;0.01
Activision;Action;X360;007: Quantum of Solace;X360;Norte America;2008;0.82
Activision;Action;X360;007: Quantum of Solace;X360;Otros;2008;0.14
Activision;Action;GBA;Alienators: Evolution Continues;GBA;Europa;2001;0.01
Activision;Action;GBA;Alienators: Evolution Continues;GBA;Japon;2001;0
Activision;Action;GBA;Alienators: Evolution Continues;GBA;Norte America;2001;0.03
Activision;Action;GBA;Alienators: Evolution Continues;GBA;Otros;2001;0
Activision;Action;3DS;Angry Birds Trilogy;3DS;Europa;2012;0.2
Activision;Action;3DS;Angry Birds Trilogy;3DS;Japon;2012;0
Activision;Action;3DS;Angry Birds Trilogy;3DS;Norte America;2012;0.38
Activision;Action;3DS;Angry Birds Trilogy;3DS;Otros;2012;0.05
Activision;Action;PS3;Angry Birds Trilogy;PS3;Europa;2012;0.02
Activision;Action;PS3;Angry Birds Trilogy;PS3;Japon;2012;0
Activision;Action;PS3;Angry Birds Trilogy;PS3;Norte America;2012;0.12
Activision;Action;PS3;Angry Birds Trilogy;PS3;Otros;2012;0.02
Activision;Action;X360;Angry Birds Trilogy;X360;Europa;2012;0.06
Activision;Action;X360;Angry Birds Trilogy;X360;Japon;2012;0
Activision;Action;X360;Angry Birds Trilogy;X360;Norte America;2012;0.18
Activision;Action;X360;Angry Birds Trilogy;X360;Otros;2012;0.02
Activision;Action;PS;Apocalypse;PS;Europa;1998;0.17
Activision;Action;PS;Apocalypse;PS;Japon;1998;0
Activision;Action;PS;Apocalypse;PS;Norte America;1998;0.25
Activision;Action;PS;Apocalypse;PS;Otros;1998;0.03
Activision;Action;DS;Bakugan Battle Brawlers: Defenders of the Core;DS;Europa;2010;0.02
Activision;Action;DS;Bakugan Battle Brawlers: Defenders of the Core;DS;Japon;2010;0.02
Activision;Action;DS;Bakugan Battle Brawlers: Defenders of the Core;DS;Norte America;2010;0.42
Activision;Action;DS;Bakugan Battle Brawlers: Defenders of the Core;DS;Otros;2010;0.03
Activision;Action;PS3;Bakugan Battle Brawlers: Defenders of the Core;PS3;Europa;2010;0.01
Activision;Action;PS3;Bakugan Battle Brawlers: Defenders of the Core;PS3;Japon;2010;0
Activision;Action;PS3;Bakugan Battle Brawlers: Defenders of the Core;PS3;Norte America;2010;0.14
Activision;Action;PS3;Bakugan Battle Brawlers: Defenders of the Core;PS3;Otros;2010;0.02
Activision;Action;PSP;Bakugan Battle Brawlers: Defenders of the Core;PSP;Europa;2010;0.04
Activision;Action;PSP;Bakugan Battle Brawlers: Defenders of the Core;PSP;Japon;2010;0
Activision;Action;PSP;Bakugan Battle Brawlers: Defenders of the Core;PSP;Norte America;2010;0.09
Activision;Action;PSP;Bakugan Battle Brawlers: Defenders of the Core;PSP;Otros;2010;0.03
Activision;Action;Wii;Bakugan Battle Brawlers: Defenders of the Core;Wii;Europa;2010;0.01
Activision;Action;Wii;Bakugan Battle Brawlers: Defenders of the Core;Wii;Japon;2010;0
Activision;Action;Wii;Bakugan Battle Brawlers: Defenders of the Core;Wii;Norte America;2010;0.15
Activision;Action;Wii;Bakugan Battle Brawlers: Defenders of the Core;Wii;Otros;2010;0.01
