Fecha;Nemotecnico; Preciocierre ; Precio_maximo ; Precio_promedio_ponderado ; Precio_minimo ;Cantidad;Volumen;Rendimiento
7/12/2022;BVC; $ 7,735.00 ; $ 7,735.00 ; $ 7,725.36 ; $ 7,735.00 ;2,501.00;19,321,120.00;0.000%
9/12/2022;BVC; $ 7,735.00 ;; $ 7,536.61 ;;511.00;3,851,210.00;-7.167%
12/12/2022;BVC; $ 7,200.00 ; $ 7,475.00 ; $ 7,336.33 ; $ 7,200.00 ;8,333.00;61,133,600.00;1.379%
13/12/2022;BVC; $ 7,300.00 ; $ 7,300.00 ; $ 7,228.44 ; $ 7,200.00 ;12,464.00;90,095,255.00;-0.549%
14/12/2022;BVC; $ 7,260.00 ; $ 7,260.00 ; $ 7,274.73 ; $ 7,200.00 ;4,962.00;36,097,220.00;1.910%
15/12/2022;BVC; $ 7,400.00 ; $ 7,400.00 ; $ 7,197.09 ; $ 7,100.00 ;9,252.00;66,587,455.00;-4.139%
16/12/2022;BVC; $ 7,100.00 ; $ 7,200.00 ; $ 7,123.63 ; $ 7,100.00 ;4,117.00;29,327,965.00;-1.418%
19/12/2022;BVC; $ 7,000.00 ; $ 7,000.00 ; $ 7,007.33 ; $ 6,990.00 ;9,745.00;68,286,400.00;0.000%
20/12/2022;BVC; $ 7,000.00 ;; $ 6,840.73 ;;511.00;3,495,615.00;0.000%
21/12/2022;BVC; $ 7,000.00 ;; $ 6,888.82 ;;1,189.00;8,190,810.00;0.000%
22/12/2022;BVC; $ 7,000.00 ; $ 7,000.00 ; $ 6,967.23 ; $ 6,900.00 ;8,096.00;56,406,730.00;0.000%
23/12/2022;BVC; $ 7,000.00 ;; $ 6,980.27 ;;1,097.00;7,657,360.00;0.000%
26/12/2022;BVC; $ 7,000.00 ; $ 7,000.00 ; $ 6,955.31 ; $ 7,000.00 ;4,863.00;33,823,655.00;-0.215%
27/12/2022;BVC; $ 6,985.00 ; $ 6,985.00 ; $ 6,979.88 ; $ 6,985.00 ;36,688.00;256,077,725.00;0.000%
28/12/2022;BVC; $ 6,985.00 ;; $ 6,928.06 ;;815.00;5,646,365.00;0.000%
29/12/2022;BVC; $ 6,985.00 ;; $ 6,969.77 ;;980.00;6,830,375.00;0.000%
2/01/2023;BVC; $ 6,985.00 ;; $ 6,896.48 ;;1,510.00;10,413,680.00;0.215%
3/01/2023;BVC; $ 7,000.00 ; $ 7,000.00 ; $ 6,987.45 ; $ 7,000.00 ;18,749.00;131,007,655.00;-1.439%
4/01/2023;BVC; $ 6,900.00 ; $ 6,900.00 ; $ 6,917.09 ; $ 6,900.00 ;2,711.00;18,752,235.00;0.000%
5/01/2023;BVC; $ 6,900.00 ; $ 6,950.00 ; $ 6,906.17 ; $ 6,900.00 ;15,218.00;105,098,040.00;0.000%
6/01/2023;BVC; $ 6,900.00 ; $ 7,000.00 ; $ 6,940.58 ; $ 6,900.00 ;16,529.00;114,720,790.00;0.000%
10/01/2023;BVC; $ 6,900.00 ; $ 6,900.00 ; $ 6,776.07 ; $ 6,700.00 ;36,184.00;245,185,430.00;0.145%
11/01/2023;BVC; $ 6,910.00 ; $ 6,910.00 ; $ 6,937.23 ; $ 6,900.00 ;6,745.00;46,791,595.00;1.223%
12/01/2023;BVC; $ 6,995.00 ; $ 7,000.00 ; $ 6,978.99 ; $ 6,930.00 ;20,470.00;142,859,830.00;0.071%
13/01/2023;BVC; $ 7,000.00 ; $ 7,000.00 ; $ 7,011.02 ; $ 6,980.00 ;12,486.00;87,539,570.00;0.000%
16/01/2023;BVC; $ 7,000.00 ;; $ 6,992.95 ;;1,944.00;13,594,295.00;0.000%
17/01/2023;BVC; $ 7,000.00 ; $ 7,000.00 ; $ 6,962.63 ; $ 6,930.00 ;15,803.00;110,030,415.00;-0.071%
18/01/2023;BVC; $ 6,995.00 ; $ 7,050.00 ; $ 7,005.42 ; $ 6,995.00 ;12,789.00;89,592,350.00;0.000%
19/01/2023;BVC; $ 6,995.00 ;; $ 6,985.24 ;;758.00;5,294,815.00;0.000%
20/01/2023;BVC; $ 6,995.00 ;; $ 7,005.52 ;;794.00;5,562,380.00;-0.645%
23/01/2023;BVC; $ 6,950.00 ; $ 6,950.00 ; $ 7,007.92 ; $ 6,950.00 ;6,972.00;48,859,210.00;4.226%
24/01/2023;BVC; $ 7,250.00 ; $ 7,250.00 ; $ 7,004.44 ; $ 6,910.00 ;395,918.00;2,773,182,630.00;0.000%
25/01/2023;BVC; $ 7,250.00 ; $ 7,250.00 ; $ 7,107.93 ; $ 7,010.00 ;4,741.00;33,698,700.00;0.000%
26/01/2023;BVC; $ 7,250.00 ;; $ 7,158.72 ;;2,179.00;15,598,860.00;0.000%
27/01/2023;BVC; $ 7,250.00 ;; $ 7,077.49 ;;5,264.00;37,255,930.00;0.000%
30/01/2023;BVC; $ 7,250.00 ;; $ 7,231.61 ;;805.00;5,821,450.00;0.000%
31/01/2023;BVC; $ 7,250.00 ;; $ 7,104.62 ;;2,160.00;15,345,980.00;0.000%
1/02/2023;BVC; $ 7,250.00 ;; $ 7,130.12 ;;2,425.00;17,290,550.00;-3.509%
2/02/2023;BVC; $ 7,000.00 ; $ 7,000.00 ; $ 6,968.88 ; $ 6,890.00 ;102,867.00;716,867,965.00;0.000%
3/02/2023;BVC; $ 7,000.00 ; $ 7,000.00 ; $ 6,968.32 ; $ 6,705.00 ;40,170.00;279,917,555.00;0.000%
6/02/2023;BVC; $ 7,000.00 ; $ 7,000.00 ; $ 6,993.26 ; $ 7,000.00 ;4,474.00;31,287,840.00;0.000%
7/02/2023;BVC; $ 7,000.00 ;; $ 7,000.99 ;;1,557.00;10,900,540.00;1.418%
8/02/2023;BVC; $ 7,100.00 ; $ 7,100.00 ; $ 7,107.33 ; $ 7,100.00 ;14,983.00;106,489,170.00;2.091%
9/02/2023;BVC; $ 7,250.00 ; $ 7,250.00 ; $ 7,224.20 ; $ 7,210.00 ;14,341.00;103,602,295.00;-1.389%
10/02/2023;BVC; $ 7,150.00 ; $ 7,150.00 ; $ 7,154.95 ; $ 7,150.00 ;3,989.00;28,541,100.00;0.000%
13/02/2023;BVC; $ 7,150.00 ; $ 7,155.00 ; $ 7,150.83 ; $ 7,150.00 ;23,659.00;169,181,605.00;1.733%
14/02/2023;BVC; $ 7,275.00 ; $ 7,275.00 ; $ 7,150.04 ; $ 7,110.00 ;48,333.00;345,582,755.00;-1.733%
15/02/2023;BVC; $ 7,150.00 ; $ 7,150.00 ; $ 7,151.33 ; $ 7,150.00 ;19,862.00;142,039,765.00;0.000%
16/02/2023;BVC; $ 7,150.00 ; $ 7,155.00 ; $ 7,151.94 ; $ 7,150.00 ;9,049.00;64,717,950.00;1.802%
17/02/2023;BVC; $ 7,280.00 ; $ 7,280.00 ; $ 7,248.04 ; $ 7,250.00 ;7,744.00;56,128,810.00;-0.413%
20/02/2023;BVC; $ 7,250.00 ; $ 7,250.00 ; $ 7,256.30 ; $ 7,250.00 ;9,239.00;67,040,940.00;-0.692%
21/02/2023;BVC; $ 7,200.00 ; $ 7,385.00 ; $ 7,230.29 ; $ 7,200.00 ;28,879.00;208,803,470.00;0.000%
22/02/2023;BVC; $ 7,200.00 ; $ 7,200.00 ; $ 7,200.06 ; $ 7,200.00 ;10,699.00;77,033,460.00;2.266%
23/02/2023;BVC; $ 7,365.00 ; $ 7,365.00 ; $ 7,242.16 ; $ 7,200.00 ;11,675.00;84,552,260.00;0.000%
24/02/2023;BVC; $ 7,365.00 ; $ 7,365.00 ; $ 7,386.34 ; $ 7,365.00 ;3,798.00;28,053,325.00;-0.886%
27/02/2023;BVC; $ 7,300.00 ; $ 7,300.00 ; $ 7,219.02 ; $ 7,200.00 ;11,984.00;86,512,685.00;
